Log file: codet5.log
Model: Salesforce/codet5-base
Training config:
- train_batch_size: 4
- eval_batch_size: 4
- learning_rate: 1e-05
- num_train_epochs: 50
- max_len: 512
- seed: 42
- logging_steps: 100
- save_steps: 500
Samples: train=5724 val=2606
Partial log: False

Per-epoch summary (tab-separated):
epoch	avg_loss	batch_count	accuracy	precision	recall	f1	pairwise_summary
11	0.6114229832206944	4291	0.5564082885648504	0.5382215288611545	0.7943207981580968	0.6416615003099814	total_pairs=276,P-C=46,P-V=190,P-B=24,P-R=16,P-C_rate=0.16666666666666666
12	0.6007793299930086	4291	0.570222563315426	0.5521367521367522	0.7436684574059862	0.6337475474166122	total_pairs=276,P-C=55,P-V=143,P-B=53,P-R=25,P-C_rate=0.19927536231884058
13	0.6388510976462363	4291	0.5594781273983116	0.5455614344503233	0.7122026093630084	0.6178428761651131	total_pairs=276,P-C=55,P-V=141,P-B=53,P-R=27,P-C_rate=0.19927536231884058
14	0.6981730060591936	4291	0.532233307751343	0.5263157894736842	0.6446661550268611	0.579510175922732	total_pairs=276,P-C=55,P-V=120,P-B=71,P-R=30,P-C_rate=0.19927536231884058
15	0.8782583959450011	4291	0.5149654643131235	0.5114503816793893	0.6684574059861857	0.5795076513639388	total_pairs=276,P-C=47,P-V=133,P-B=61,P-R=35,P-C_rate=0.17028985507246377
16	0.8429813649498952	4291	0.5253261703760552	0.5174973488865323	0.7490406753645433	0.6121041078708059	total_pairs=276,P-C=49,P-V=159,P-B=41,P-R=27,P-C_rate=0.17753623188405798
17	0.938404800745747	4291	0.4566385264773599	0.4742362061103511	0.7981580966999232	0.5949656750572082	total_pairs=276,P-C=34,P-V=188,P-B=30,P-R=24,P-C_rate=0.12318840579710146
18	0.9831064775110697	4291	0.4547198772064467	0.4692066805845512	0.6899462778204144	0.5585585585585585	total_pairs=276,P-C=42,P-V=135,P-B=71,P-R=28,P-C_rate=0.15217391304347827
19	1.0100034977860637	4291	0.45548733691481197	0.4711729622266402	0.7275518035303147	0.571945701357466	total_pairs=276,P-C=37,P-V=153,P-B=62,P-R=24,P-C_rate=0.13405797101449277
20	1.16652068888371	4291	0.45932463545663854	0.472680412371134	0.70376055257099	0.5655257477644157	total_pairs=276,P-C=38,P-V=157,P-B=57,P-R=24,P-C_rate=0.13768115942028986
21	1.1811640209741319	4291	0.5314658480429777	0.528954802259887	0.5748273215656178	0.5509378447958808	total_pairs=276,P-C=55,P-V=87,P-B=99,P-R=35,P-C_rate=0.19927536231884058
22	1.2039778256816593	4291	0.4838833461243285	0.48925281473899696	0.7336914811972371	0.5870432913724286	total_pairs=276,P-C=40,P-V=159,P-B=53,P-R=24,P-C_rate=0.14492753623188406
23	1.1912158804474482	4291	0.4689178818112049	0.4771830985915493	0.6500383729854182	0.5503573749187785	total_pairs=276,P-C=38,P-V=127,P-B=80,P-R=31,P-C_rate=0.13768115942028986
24	1.3358473360522023	4291	0.523407521105142	0.5182307232516438	0.6653875671527245	0.5826612903225806	total_pairs=276,P-C=47,P-V=123,P-B=75,P-R=31,P-C_rate=0.17028985507246377
25	1.1949510163132135	4291	0.4516500383729854	0.46802030456852795	0.7075978511128166	0.5633974946532233	total_pairs=276,P-C=42,P-V=149,P-B=61,P-R=24,P-C_rate=0.15217391304347827
26	1.288340178746213	4291	0.4673829623944743	0.47696476964769646	0.6753645433614736	0.5590851334180432	total_pairs=276,P-C=41,P-V=135,P-B=66,P-R=34,P-C_rate=0.14855072463768115
27	1.2693301134933581	4291	0.4577897160399079	0.4721095334685598	0.7145049884881044	0.5685496183206107	total_pairs=276,P-C=36,P-V=153,P-B=59,P-R=28,P-C_rate=0.13043478260869565
28	1.2284487783733395	4291	0.46853415195702225	0.47837552742616035	0.6960859554873369	0.5670522038136918	total_pairs=276,P-C=39,P-V=143,P-B=62,P-R=32,P-C_rate=0.14130434782608695
29	1.3303195660685154	4291	0.5103607060629317	0.5085066162570888	0.6193399846508059	0.558477508650519	total_pairs=276,P-C=48,P-V=103,P-B=90,P-R=35,P-C_rate=0.17391304347826086
30	1.382706028897693	4291	0.4577897160399079	0.4699124726477024	0.659247889485802	0.5487064835515809	total_pairs=276,P-C=38,P-V=125,P-B=76,P-R=37,P-C_rate=0.13768115942028986
31	1.3530849135399674	4291	0.444359171143515	0.46384039900249374	0.7137375287797391	0.562273276904474	total_pairs=276,P-C=45,P-V=150,P-B=45,P-R=36,P-C_rate=0.16304347826086957
32	1.3657027394546726	4291	0.46699923254029163	0.4758968609865471	0.6515732924021489	0.5500485908649174	total_pairs=276,P-C=45,P-V=120,P-B=71,P-R=40,P-C_rate=0.16304347826086957
33	1.3610824458168258	4291	0.4980813507290867	0.4985233313644418	0.6477359938603223	0.5634178905206942	total_pairs=276,P-C=39,P-V=122,P-B=80,P-R=35,P-C_rate=0.14130434782608695
34	1.3204932183640177	4291	0.5019186492709132	0.5015673981191222	0.6139677666922486	0.5521048999309869	total_pairs=276,P-C=48,P-V=100,P-B=90,P-R=38,P-C_rate=0.17391304347826086
35	1.3332383926823586	4291	0.4861857252494244	0.4904661016949153	0.7106676899462778	0.5803823252898778	total_pairs=276,P-C=49,P-V=143,P-B=55,P-R=29,P-C_rate=0.17753623188405798
36	1.3382283819622465	4291	0.48158096699923253	0.48695652173913045	0.6876438986953185	0.5701559020044543	total_pairs=276,P-C=40,P-V=141,P-B=64,P-R=31,P-C_rate=0.14492753623188406
37	1.288042820787695	4291	0.5379892555640828	0.5334685598377282	0.6055257099002302	0.5672178289000719	total_pairs=276,P-C=53,P-V=94,P-B=91,P-R=38,P-C_rate=0.19202898550724637
38	1.2091726825914706	4291	0.513430544896393	0.5103734439834025	0.6607828089025326	0.5759197324414715	total_pairs=276,P-C=40,P-V=124,P-B=82,P-R=30,P-C_rate=0.14492753623188406
39	1.2382532435329758	4291	0.5076745970836531	0.5065274151436031	0.5955487336914812	0.5474426807760141	total_pairs=276,P-C=46,P-V=109,P-B=88,P-R=33,P-C_rate=0.16666666666666666
40	1.2540593453740387	4291	0.5118956254796623	0.5091770278271166	0.6600153491941673	0.5748663101604278	total_pairs=276,P-C=43,P-V=128,P-B=74,P-R=31,P-C_rate=0.15579710144927536
41	1.1912171528781168	4291	0.46508058326937834	0.47604002106371773	0.693783576362241	0.5646470955652717	total_pairs=276,P-C=42,P-V=135,P-B=64,P-R=35,P-C_rate=0.15217391304347827
42	1.2974071910976461	4291	0.4723714504988488	0.48130841121495327	0.7114351496546432	0.5741715701455559	total_pairs=276,P-C=41,P-V=136,P-B=65,P-R=34,P-C_rate=0.14855072463768115
43	1.2656918489862503	4291	0.5272448196469686	0.5222849968612681	0.6385264773599386	0.574585635359116	total_pairs=276,P-C=43,P-V=115,P-B=85,P-R=33,P-C_rate=0.15579710144927536
44	1.1876716597529713	4291	0.5330007674597084	0.5241301907968574	0.7168073676132003	0.6055105348460291	total_pairs=276,P-C=45,P-V=137,P-B=62,P-R=32,P-C_rate=0.16304347826086957
45	1.2328815623397809	4291	0.5406753645433615	0.5300794551645857	0.7168073676132003	0.6094616639477978	total_pairs=276,P-C=45,P-V=139,P-B=60,P-R=32,P-C_rate=0.16304347826086957
46	1.1308277336285248	4291	0.532233307751343	0.5265822784810127	0.6385264773599386	0.5771765522025668	total_pairs=276,P-C=43,P-V=118,P-B=88,P-R=27,P-C_rate=0.15579710144927536
47	1.191060474015381	4291	0.532233307751343	0.5262172284644194	0.646968534151957	0.5803786574870913	total_pairs=276,P-C=44,P-V=119,P-B=83,P-R=30,P-C_rate=0.15942028985507245
48	1.1620846341179212	4291	0.5391404451266308	0.5314814814814814	0.6607828089025326	0.5891207663359562	total_pairs=276,P-C=48,P-V=120,P-B=79,P-R=29,P-C_rate=0.17391304347826086
49	1.1996778044744814	4291	0.5291634689178818	0.5227817745803357	0.6692248656945511	0.5870077415011781	total_pairs=276,P-C=47,P-V=121,P-B=78,P-R=30,P-C_rate=0.17028985507246377
50	1.144979481705896	4291	0.5337682271680737	0.5261904761904762	0.6784343821949348	0.5926919208850151	total_pairs=276,P-C=48,P-V=122,P-B=77,P-R=29,P-C_rate=0.17391304347826086
