Log file: codebert.log
Model: microsoft/codebert-base
Training config:
- train_batch_size: 16
- eval_batch_size: 32
- learning_rate: 2e-05
- num_train_epochs: 50
- max_len: 512
- seed: 42
- logging_steps: 100
- save_steps: 500
Samples: train=5724 val=2606
Partial log: False

Per-epoch summary (tab-separated):
epoch	avg_loss	batch_count	accuracy	precision	recall	f1	pairwise_summary
28	0.16633073320895522	1072	0.44973138910207217	0.4628895184135977	0.6270145817344589	0.5325945241199479	total_pairs=276,P-C=42,P-V=163,P-B=47,P-R=24,P-C_rate=0.15217391304347827
29	0.15194275186567166	1072	0.47735993860322334	0.47894361170592437	0.5149654643131235	0.496301775147929	total_pairs=276,P-C=49,P-V=121,P-B=72,P-R=34,P-C_rate=0.17753623188405798
30	0.15700791604477612	1072	0.4455103607060629	0.4564950980392157	0.5717574827321565	0.5076660988074957	total_pairs=276,P-C=40,P-V=142,P-B=62,P-R=32,P-C_rate=0.14492753623188406
31	0.1493657313432836	1072	0.47045280122793554	0.472791519434629	0.513430544896393	0.4922737306843267	total_pairs=276,P-C=50,P-V=123,P-B=67,P-R=36,P-C_rate=0.18115942028985507
32	0.1561262723880597	1072	0.41980046047582503	0.42895989123045547	0.48426707597851115	0.4549387166546503	total_pairs=276,P-C=43,P-V=127,P-B=67,P-R=39,P-C_rate=0.15579710144927536
33	0.14708391231343285	1072	0.40828856485034537	0.43830665978316985	0.6515732924021489	0.524074074074074	total_pairs=276,P-C=38,P-V=167,P-B=47,P-R=24,P-C_rate=0.13768115942028986
34	0.13807643470149253	1072	0.4182655410590944	0.4359591100420926	0.5564082885648504	0.48887390424814564	total_pairs=276,P-C=41,P-V=139,P-B=62,P-R=34,P-C_rate=0.14855072463768115
35	0.14342004757462687	1072	0.42325402916346894	0.4359795134443022	0.5226400613967767	0.47539267015706804	total_pairs=276,P-C=41,P-V=133,P-B=70,P-R=32,P-C_rate=0.14855072463768115
36	0.14127004664179102	1072	0.4155794320798158	0.43483412322274884	0.5633154259401382	0.4908057505850886	total_pairs=276,P-C=43,P-V=140,P-B=65,P-R=28,P-C_rate=0.15579710144927536
37	0.1412552546641791	1072	0.4059861857252494	0.4151074151074151	0.45970836531082115	0.4362709395484341	total_pairs=276,P-C=51,P-V=109,P-B=79,P-R=37,P-C_rate=0.18478260869565216
38	0.14086172574626865	1072	0.41941673062164236	0.4326059050064185	0.5172678434382195	0.47116392869626006	total_pairs=276,P-C=44,P-V=138,P-B=61,P-R=33,P-C_rate=0.15942028985507245
39	0.13321449720149253	1072	0.40713737528779737	0.41231884057971013	0.43668457405986183	0.4241520685799478	total_pairs=276,P-C=45,P-V=105,P-B=90,P-R=36,P-C_rate=0.16304347826086957
40	0.13272695802238807	1072	0.39792785878741366	0.3949447077409163	0.3837298541826554	0.3892565200467108	total_pairs=276,P-C=40,P-V=88,P-B=100,P-R=48,P-C_rate=0.14492753623188406
41	0.13298226305970148	1072	0.3917881811204912	0.40221914008321774	0.44512663085188026	0.4225865209471767	total_pairs=276,P-C=45,P-V=107,P-B=82,P-R=42,P-C_rate=0.16304347826086957
42	0.1276173125	1072	0.386415963161934	0.4136522753792299	0.5441289332310054	0.47000331455087835	total_pairs=276,P-C=43,P-V=135,P-B=60,P-R=38,P-C_rate=0.15579710144927536
43	0.12780261100746268	1072	0.39600920951650037	0.4114957544088831	0.4834996162701458	0.4446012702893437	total_pairs=276,P-C=46,P-V=120,P-B=74,P-R=36,P-C_rate=0.16666666666666666
44	0.1287880895522388	1072	0.409823484267076	0.41379310344827586	0.4328472755180353	0.423105776444111	total_pairs=276,P-C=45,P-V=108,P-B=85,P-R=38,P-C_rate=0.16304347826086957
45	0.12439428824626865	1072	0.40560245587106675	0.42084942084942084	0.5019186492709132	0.4578228911445572	total_pairs=276,P-C=49,P-V=124,P-B=65,P-R=38,P-C_rate=0.17753623188405798
46	0.1239431203358209	1072	0.3879508825786646	0.4082914572864322	0.49884881043745205	0.44905008635578586	total_pairs=276,P-C=48,P-V=125,P-B=61,P-R=42,P-C_rate=0.17391304347826086
47	0.12344090485074628	1072	0.3948580199539524	0.4177671068427371	0.5341519570222564	0.46884472886493767	total_pairs=276,P-C=45,P-V=140,P-B=53,P-R=38,P-C_rate=0.16304347826086957
48	0.12044698507462687	1072	0.39102072141212585	0.4143546441495778	0.5272448196469686	0.46403242147923	total_pairs=276,P-C=45,P-V=139,P-B=53,P-R=39,P-C_rate=0.16304347826086957
49	0.11761252425373134	1072	0.3994627782041443	0.4162404092071611	0.49961627014581733	0.4541332403208929	total_pairs=276,P-C=48,P-V=126,P-B=61,P-R=41,P-C_rate=0.17391304347826086
50	0.12030142630597015	1072	0.4006139677666922	0.4171465131158029	0.5003837298541827	0.4549895324494068	total_pairs=276,P-C=50,P-V=125,P-B=60,P-R=41,P-C_rate=0.18115942028985507
