file,model,epoch,avg_loss,batch_count,accuracy,precision,recall,f1,pairwise_total_pairs,pairwise_P-C,pairwise_P-V,pairwise_P-B,pairwise_P-R,pairwise_P-C_rate
unixcoder.log,microsoft/unixcoder-base,35,0.1027394552238806,1072,0.47352264006139677,0.4806505888951206,0.6577129700690714,0.5554115359688918,276,51,119,66,40,0.18478260869565216
unixcoder.log,microsoft/unixcoder-base,36,0.09675027985074627,1072,0.5030698388334612,0.5023228803716608,0.6638526477359938,0.571900826446281,276,54,124,55,43,0.1956521739130435
unixcoder.log,microsoft/unixcoder-base,37,0.09585432089552239,1072,0.47390636991557944,0.4805491990846682,0.6446661550268611,0.5506391347099312,276,51,117,63,45,0.18478260869565216
unixcoder.log,microsoft/unixcoder-base,38,0.0951379822761194,1072,0.47352264006139677,0.48228043143297383,0.7206446661550269,0.5778461538461539,276,51,148,43,34,0.18478260869565216
unixcoder.log,microsoft/unixcoder-base,39,0.0931792546641791,1072,0.46085955487336916,0.47163515016685204,0.6508058326937836,0.5469203482747501,276,48,121,65,42,0.17391304347826086
unixcoder.log,microsoft/unixcoder-base,40,0.09474612406716418,1072,0.45203376822716806,0.46537396121883656,0.6446661550268611,0.5405405405405406,276,51,114,64,47,0.18478260869565216
unixcoder.log,microsoft/unixcoder-base,41,0.09223606063432835,1072,0.46508058326937834,0.4750411409764125,0.6646201074443592,0.5540626999360204,276,53,118,60,45,0.19202898550724637
unixcoder.log,microsoft/unixcoder-base,42,0.11772545802238805,1072,0.45740598618572526,0.4714946070878274,0.7045280122793554,0.564923076923077,276,48,150,40,38,0.17391304347826086
unixcoder.log,microsoft/unixcoder-base,43,0.12107097108208956,1072,0.45241749808135073,0.46641386782231853,0.6607828089025326,0.5468402667513497,276,52,119,59,46,0.18840579710144928
unixcoder.log,microsoft/unixcoder-base,44,0.10961990764925374,1072,0.4551036070606293,0.4674457429048414,0.6446661550268611,0.5419354838709678,276,51,121,59,45,0.18478260869565216
unixcoder.log,microsoft/unixcoder-base,45,0.26215091138059704,1072,0.45817344589409054,0.4711792702273929,0.6838066001534919,0.5579211020663745,276,53,134,49,40,0.19202898550724637
unixcoder.log,microsoft/unixcoder-base,46,0.2757909057835821,1072,0.45241749808135073,0.46774193548387094,0.6899462778204144,0.5575193798449612,276,48,137,47,44,0.17391304347826086
unixcoder.log,microsoft/unixcoder-base,47,0.3508738973880597,1072,0.44474290099769764,0.4615795090715048,0.6638526477359938,0.5445388731507712,276,51,125,53,47,0.18478260869565216
unixcoder.log,microsoft/unixcoder-base,48,0.6151122947761194,1072,0.453184957789716,0.46812957157784746,0.6876438986953185,0.5570407211687908,276,52,135,49,40,0.18840579710144928
unixcoder.log,microsoft/unixcoder-base,49,0.5466514542910448,1072,0.45932463545663854,0.4727646454265159,0.7060629316960859,0.5663281009541398,276,50,147,45,34,0.18115942028985507
unixcoder.log,microsoft/unixcoder-base,50,0.5823451585820896,1072,0.4566385264773599,0.47080103359173125,0.6991557943207981,0.5626930203829524,276,50,145,46,35,0.18115942028985507
