Log file: unixcoder.log
Model: microsoft/unixcoder-base
Training config:
- train_batch_size: 16
- eval_batch_size: 32
- learning_rate: 2e-05
- num_train_epochs: 50
- max_len: 512
- seed: 42
- logging_steps: 100
- save_steps: 500
Samples: train=5724 val=2606
Partial log: False

Per-epoch summary (tab-separated):
epoch	avg_loss	batch_count	accuracy	precision	recall	f1	pairwise_summary
40	0.09474612406716418	1072	0.45203376822716806	0.46537396121883656	0.6446661550268611	0.5405405405405406	total_pairs=276,P-C=51,P-V=114,P-B=64,P-R=47,P-C_rate=0.18478260869565216
41	0.09223606063432835	1072	0.46508058326937834	0.4750411409764125	0.6646201074443592	0.5540626999360204	total_pairs=276,P-C=53,P-V=118,P-B=60,P-R=45,P-C_rate=0.19202898550724637
42	0.11772545802238805	1072	0.45740598618572526	0.4714946070878274	0.7045280122793554	0.564923076923077	total_pairs=276,P-C=48,P-V=150,P-B=40,P-R=38,P-C_rate=0.17391304347826086
43	0.12107097108208956	1072	0.45241749808135073	0.46641386782231853	0.6607828089025326	0.5468402667513497	total_pairs=276,P-C=52,P-V=119,P-B=59,P-R=46,P-C_rate=0.18840579710144928
44	0.10961990764925374	1072	0.4551036070606293	0.4674457429048414	0.6446661550268611	0.5419354838709678	total_pairs=276,P-C=51,P-V=121,P-B=59,P-R=45,P-C_rate=0.18478260869565216
45	0.26215091138059704	1072	0.45817344589409054	0.4711792702273929	0.6838066001534919	0.5579211020663745	total_pairs=276,P-C=53,P-V=134,P-B=49,P-R=40,P-C_rate=0.19202898550724637
46	0.2757909057835821	1072	0.45241749808135073	0.46774193548387094	0.6899462778204144	0.5575193798449612	total_pairs=276,P-C=48,P-V=137,P-B=47,P-R=44,P-C_rate=0.17391304347826086
47	0.3508738973880597	1072	0.44474290099769764	0.4615795090715048	0.6638526477359938	0.5445388731507712	total_pairs=276,P-C=51,P-V=125,P-B=53,P-R=47,P-C_rate=0.18478260869565216
48	0.6151122947761194	1072	0.453184957789716	0.46812957157784746	0.6876438986953185	0.5570407211687908	total_pairs=276,P-C=52,P-V=135,P-B=49,P-R=40,P-C_rate=0.18840579710144928
49	0.5466514542910448	1072	0.45932463545663854	0.4727646454265159	0.7060629316960859	0.5663281009541398	total_pairs=276,P-C=50,P-V=147,P-B=45,P-R=34,P-C_rate=0.18115942028985507
50	0.5823451585820896	1072	0.4566385264773599	0.47080103359173125	0.6991557943207981	0.5626930203829524	total_pairs=276,P-C=50,P-V=145,P-B=46,P-R=35,P-C_rate=0.18115942028985507
