file,model,epoch,avg_loss,batch_count,accuracy,precision,recall,f1,pairwise_total_pairs,pairwise_P-C,pairwise_P-V,pairwise_P-B,pairwise_P-R,pairwise_P-C_rate
codet5.log,Salesforce/codet5-base,16,0.8429813649498952,4291,0.5253261703760552,0.5174973488865323,0.7490406753645433,0.6121041078708059,276,49,159,41,27,0.17753623188405798
codet5.log,Salesforce/codet5-base,17,0.938404800745747,4291,0.4566385264773599,0.4742362061103511,0.7981580966999232,0.5949656750572082,276,34,188,30,24,0.12318840579710146
codet5.log,Salesforce/codet5-base,18,0.9831064775110697,4291,0.4547198772064467,0.4692066805845512,0.6899462778204144,0.5585585585585585,276,42,135,71,28,0.15217391304347827
codet5.log,Salesforce/codet5-base,19,1.0100034977860637,4291,0.45548733691481197,0.4711729622266402,0.7275518035303147,0.571945701357466,276,37,153,62,24,0.13405797101449277
codet5.log,Salesforce/codet5-base,20,1.16652068888371,4291,0.45932463545663854,0.472680412371134,0.70376055257099,0.5655257477644157,276,38,157,57,24,0.13768115942028986
codet5.log,Salesforce/codet5-base,21,1.1811640209741319,4291,0.5314658480429777,0.528954802259887,0.5748273215656178,0.5509378447958808,276,55,87,99,35,0.19927536231884058
codet5.log,Salesforce/codet5-base,22,1.2039778256816593,4291,0.4838833461243285,0.48925281473899696,0.7336914811972371,0.5870432913724286,276,40,159,53,24,0.14492753623188406
codet5.log,Salesforce/codet5-base,23,1.1912158804474482,4291,0.4689178818112049,0.4771830985915493,0.6500383729854182,0.5503573749187785,276,38,127,80,31,0.13768115942028986
codet5.log,Salesforce/codet5-base,24,1.3358473360522023,4291,0.523407521105142,0.5182307232516438,0.6653875671527245,0.5826612903225806,276,47,123,75,31,0.17028985507246377
codet5.log,Salesforce/codet5-base,25,1.1949510163132135,4291,0.4516500383729854,0.46802030456852795,0.7075978511128166,0.5633974946532233,276,42,149,61,24,0.15217391304347827
codet5.log,Salesforce/codet5-base,26,1.288340178746213,4291,0.4673829623944743,0.47696476964769646,0.6753645433614736,0.5590851334180432,276,41,135,66,34,0.14855072463768115
codet5.log,Salesforce/codet5-base,27,1.2693301134933581,4291,0.4577897160399079,0.4721095334685598,0.7145049884881044,0.5685496183206107,276,36,153,59,28,0.13043478260869565
codet5.log,Salesforce/codet5-base,28,1.2284487783733395,4291,0.46853415195702225,0.47837552742616035,0.6960859554873369,0.5670522038136918,276,39,143,62,32,0.14130434782608695
codet5.log,Salesforce/codet5-base,29,1.3303195660685154,4291,0.5103607060629317,0.5085066162570888,0.6193399846508059,0.558477508650519,276,48,103,90,35,0.17391304347826086
codet5.log,Salesforce/codet5-base,30,1.382706028897693,4291,0.4577897160399079,0.4699124726477024,0.659247889485802,0.5487064835515809,276,38,125,76,37,0.13768115942028986
codet5.log,Salesforce/codet5-base,31,1.3530849135399674,4291,0.444359171143515,0.46384039900249374,0.7137375287797391,0.562273276904474,276,45,150,45,36,0.16304347826086957
codet5.log,Salesforce/codet5-base,32,1.3657027394546726,4291,0.46699923254029163,0.4758968609865471,0.6515732924021489,0.5500485908649174,276,45,120,71,40,0.16304347826086957
codet5.log,Salesforce/codet5-base,33,1.3610824458168258,4291,0.4980813507290867,0.4985233313644418,0.6477359938603223,0.5634178905206942,276,39,122,80,35,0.14130434782608695
codet5.log,Salesforce/codet5-base,34,1.3204932183640177,4291,0.5019186492709132,0.5015673981191222,0.6139677666922486,0.5521048999309869,276,48,100,90,38,0.17391304347826086
codet5.log,Salesforce/codet5-base,35,1.3332383926823586,4291,0.4861857252494244,0.4904661016949153,0.7106676899462778,0.5803823252898778,276,49,143,55,29,0.17753623188405798
codet5.log,Salesforce/codet5-base,36,1.3382283819622465,4291,0.48158096699923253,0.48695652173913045,0.6876438986953185,0.5701559020044543,276,40,141,64,31,0.14492753623188406
codet5.log,Salesforce/codet5-base,37,1.288042820787695,4291,0.5379892555640828,0.5334685598377282,0.6055257099002302,0.5672178289000719,276,53,94,91,38,0.19202898550724637
codet5.log,Salesforce/codet5-base,38,1.2091726825914706,4291,0.513430544896393,0.5103734439834025,0.6607828089025326,0.5759197324414715,276,40,124,82,30,0.14492753623188406
codet5.log,Salesforce/codet5-base,39,1.2382532435329758,4291,0.5076745970836531,0.5065274151436031,0.5955487336914812,0.5474426807760141,276,46,109,88,33,0.16666666666666666
codet5.log,Salesforce/codet5-base,40,1.2540593453740387,4291,0.5118956254796623,0.5091770278271166,0.6600153491941673,0.5748663101604278,276,43,128,74,31,0.15579710144927536
codet5.log,Salesforce/codet5-base,41,1.1912171528781168,4291,0.46508058326937834,0.47604002106371773,0.693783576362241,0.5646470955652717,276,42,135,64,35,0.15217391304347827
codet5.log,Salesforce/codet5-base,42,1.2974071910976461,4291,0.4723714504988488,0.48130841121495327,0.7114351496546432,0.5741715701455559,276,41,136,65,34,0.14855072463768115
codet5.log,Salesforce/codet5-base,43,1.2656918489862503,4291,0.5272448196469686,0.5222849968612681,0.6385264773599386,0.574585635359116,276,43,115,85,33,0.15579710144927536
codet5.log,Salesforce/codet5-base,44,1.1876716597529713,4291,0.5330007674597084,0.5241301907968574,0.7168073676132003,0.6055105348460291,276,45,137,62,32,0.16304347826086957
codet5.log,Salesforce/codet5-base,45,1.2328815623397809,4291,0.5406753645433615,0.5300794551645857,0.7168073676132003,0.6094616639477978,276,45,139,60,32,0.16304347826086957
codet5.log,Salesforce/codet5-base,46,1.1308277336285248,4291,0.532233307751343,0.5265822784810127,0.6385264773599386,0.5771765522025668,276,43,118,88,27,0.15579710144927536
codet5.log,Salesforce/codet5-base,47,1.191060474015381,4291,0.532233307751343,0.5262172284644194,0.646968534151957,0.5803786574870913,276,44,119,83,30,0.15942028985507245
codet5.log,Salesforce/codet5-base,48,1.1620846341179212,4291,0.5391404451266308,0.5314814814814814,0.6607828089025326,0.5891207663359562,276,48,120,79,29,0.17391304347826086
codet5.log,Salesforce/codet5-base,49,1.1996778044744814,4291,0.5291634689178818,0.5227817745803357,0.6692248656945511,0.5870077415011781,276,47,121,78,30,0.17028985507246377
codet5.log,Salesforce/codet5-base,50,1.144979481705896,4291,0.5337682271680737,0.5261904761904762,0.6784343821949348,0.5926919208850151,276,48,122,77,29,0.17391304347826086
